customer_id,tenure,age,num_products,has_partner,has_dependents,contract,internet_service,online_security,tech_support,paperless_billing,payment_method,monthly_charges,total_charges,churn
C00732,59,74,3,1,1,One year,No,0,0,1,Electronic check,29.69,1784.37,0
C00733,56,40,1,0,0,Month-to-month,DSL,1,1,1,Mailed check,48.42,2769.9,0
C00734,59,24,2,1,0,Month-to-month,Fiber optic,0,0,1,Credit card,50.76,3092.14,0
C00735,70,61,2,0,0,Month-to-month,DSL,1,1,1,Bank transfer,49.78,3443.9,0
C00736,33,70,1,0,0,One year,No,0,0,0,Mailed check,34.06,1192.53,0
C00737,53,24,1,0,1,One year,No,1,1,1,Mailed check,38.98,2088.61,0
C00738,22,61,3,0,0,Month-to-month,DSL,0,0,1,Mailed check,46.37,1039.24,1
C00739,21,32,4,0,0,Month-to-month,Fiber optic,1,1,1,Electronic check,47.66,987.27,1
C00740,70,51,4,0,1,Month-to-month,No,1,0,0,Electronic check,41.47,2966.85,0
C00741,70,63,2,0,1,Two year,Fiber optic,1,0,1,Credit card,48.11,3386.85,0
C00742,4,62,2,1,0,One year,Fiber optic,0,1,1,Mailed check,59.11,179.16,1
C00743,62,21,1,0,0,Month-to-month,Fiber optic,1,1,1,Bank transfer,63.38,3848.63,0
C00744,62,31,1,1,1,Two year,Fiber optic,0,1,1,Electronic check,49.64,3086.03,0
C00745,24,31,1,0,0,Month-to-month,No,1,0,1,Mailed check,41.12,1016.81,0
C00746,55,33,2,0,0,Month-to-month,Fiber optic,0,1,0,Credit card,49.07,2670.99,0
C00747,9,24,2,0,0,Two year,DSL,0,0,0,Electronic check,33.4,288.45,0
C00748,3,49,3,1,1,Two year,DSL,0,1,1,Electronic check,42.76,185.75,0
C00749,31,36,3,0,0,One year,DSL,0,0,1,Electronic check,38.0,1167.19,0
C00750,40,19,3,0,0,Month-to-month,Fiber optic,1,0,0,Electronic check,51.97,2108.82,0
C00751,36,27,4,1,0,Month-to-month,No,0,1,0,Bank transfer,35.35,1251.89,0
C00752,24,67,1,1,1,Two year,Fiber optic,1,1,1,Bank transfer,61.85,1546.97,0
C00753,6,34,2,1,1,One year,No,0,1,0,Bank transfer,34.6,229.31,0
C00754,66,54,2,1,1,Month-to-month,No,1,1,1,Mailed check,34.18,2267.47,0
C00755,4,29,1,0,0,Month-to-month,Fiber optic,0,1,0,Mailed check,50.74,277.41,1
C00756,6,23,4,0,1,Two year,Fiber optic,0,0,0,Electronic check,60.54,296.93,0
C00757,51,39,3,1,1,Two year,Fiber optic,1,1,1,Credit card,54.75,2830.28,0
C00758,62,49,1,0,1,One year,DSL,1,1,1,Mailed check,44.94,2715.13,0
C00759,57,58,1,1,1,One year,Fiber optic,0,0,1,Electronic check,42.24,2420.15,0
C00760,66,37,2,1,0,Month-to-month,Fiber optic,0,1,0,Electronic check,59.85,3960.61,1
C00761,8,18,2,1,0,One year,Fiber optic,0,1,1,Mailed check,59.8,503.68,1
C00762,26,71,3,0,1,One year,Fiber optic,0,1,1,Electronic check,56.99,1403.62,0
C00763,51,64,1,1,1,Month-to-month,DSL,1,0,0,Credit card,51.43,2642.9,0
C00764,45,70,1,0,0,Two year,Fiber optic,0,0,0,Mailed check,46.38,2156.27,0
C00765,44,23,1,0,0,Two year,Fiber optic,0,1,1,Credit card,49.23,2143.65,0
C00766,5,36,1,0,0,Month-to-month,DSL,0,0,1,Bank transfer,41.38,181.33,1
C00767,70,35,1,1,0,Two year,Fiber optic,0,1,1,Credit card,57.36,3997.25,0
C00768,26,23,3,0,0,One year,DSL,1,1,1,Mailed check,50.95,1374.3,1
C00769,68,62,1,1,1,One year,No,1,1,1,Electronic check,38.45,2582.15,0
C00770,19,50,1,0,0,Two year,DSL,0,1,1,Bank transfer,50.14,941.93,1
C00771,20,40,1,0,0,Month-to-month,Fiber optic,0,0,1,Mailed check,49.78,1043.6,1
C00772,12,40,1,0,0,One year,Fiber optic,0,0,0,Credit card,51.27,581.92,0
C00773,47,43,3,1,0,Month-to-month,DSL,1,0,0,Electronic check,44.86,2164.28,0
C00774,1,30,2,1,0,One year,Fiber optic,0,1,1,Bank transfer,52.54,32.29,1
C00775,14,24,2,1,0,Month-to-month,Fiber optic,0,0,0,Credit card,44.68,625.89,1
C00776,64,32,1,1,0,Month-to-month,DSL,0,1,1,Mailed check,47.11,3065.59,0
C00777,38,61,1,0,0,Month-to-month,DSL,1,0,1,Credit card,34.18,1347.84,1
C00778,37,44,1,0,0,Month-to-month,Fiber optic,1,1,0,Electronic check,56.83,2089.19,0
C00779,11,43,1,1,0,Month-to-month,DSL,0,0,0,Bank transfer,37.5,374.21,1
C00780,3,50,3,1,0,Month-to-month,Fiber optic,0,0,1,Bank transfer,43.93,209.06,1
C00781,33,32,1,1,0,One year,No,1,1,1,Electronic check,38.54,1267.18,0
C00782,6,53,2,1,1,Two year,DSL,0,1,1,Electronic check,47.23,311.21,1
C00783,50,62,1,0,0,Two year,Fiber optic,0,0,1,Electronic check,50.64,2573.09,0
C00784,10,72,2,1,1,Two year,Fiber optic,1,1,0,Electronic check,57.13,540.99,0
C00785,5,44,3,1,0,Two year,Fiber optic,1,0,1,Electronic check,58.09,230.5,0
C00786,23,74,2,0,1,Month-to-month,DSL,1,0,1,Electronic check,46.32,1100.85,0
C00787,10,22,2,1,0,One year,Fiber optic,0,0,0,Mailed check,44.27,377.33,0
C00788,44,19,4,0,0,One year,DSL,0,1,0,Electronic check,41.12,1765.05,0
C00789,2,72,2,1,0,Month-to-month,DSL,0,0,0,Credit card,32.94,103.77,1
C00790,13,50,1,0,0,One year,Fiber optic,1,1,0,Bank transfer,58.25,781.57,1
C00791,40,33,1,1,0,Month-to-month,DSL,1,0,1,Electronic check,41.66,1688.42,0
C00792,2,40,2,1,0,Two year,DSL,1,0,1,Bank transfer,43.86,67.34,0
C00793,65,55,2,1,1,One year,DSL,1,0,0,Credit card,54.67,3619.41,0
C00794,63,72,1,1,0,Two year,DSL,1,1,1,Electronic check,41.82,2593.25,0
C00795,17,33,1,1,0,Month-to-month,DSL,0,1,0,Credit card,35.52,507.03,0
C00796,9,31,4,0,0,Month-to-month,DSL,0,0,1,Bank transfer,47.48,344.93,1
C00797,15,46,1,1,1,Two year,DSL,0,0,1,Credit card,42.63,648.42,0
C00798,24,43,1,0,0,Month-to-month,Fiber optic,0,0,1,Bank transfer,54.88,1317.48,0
C00799,38,52,1,0,0,Month-to-month,DSL,0,1,0,Bank transfer,43.28,1682.98,0
C00800,35,32,3,0,0,One year,Fiber optic,1,0,0,Electronic check,58.44,2078.76,0
C00801,49,20,1,0,0,Two year,Fiber optic,0,0,0,Electronic check,49.37,2417.94,0
C00802,69,40,2,1,1,Month-to-month,Fiber optic,1,0,0,Mailed check,59.33,4026.58,0
C00803,62,46,1,1,1,Month-to-month,DSL,1,1,1,Electronic check,55.09,3388.8,0
C00804,60,51,2,1,0,Month-to-month,No,0,0,0,Mailed check,34.62,2054.14,0
C00805,50,50,3,1,0,Month-to-month,Fiber optic,0,0,1,Mailed check,46.73,2417.42,0
C00806,9,58,1,0,0,Month-to-month,DSL,0,1,1,Electronic check,45.46,404.36,1
C00807,34,58,2,0,0,Two year,DSL,0,0,0,Electronic check,35.21,1248.52,0
C00808,35,40,1,0,0,One year,Fiber optic,0,1,0,Electronic check,57.77,2032.43,0
C00809,1,24,1,1,0,Two year,No,1,0,1,Bank transfer,36.7,33.07,0
C00810,40,20,3,1,0,Month-to-month,Fiber optic,1,0,0,Mailed check,47.04,1858.35,0
C00811,64,49,1,1,1,One year,Fiber optic,0,0,0,Mailed check,52.3,3373.29,0
C00812,22,48,2,1,0,Two year,DSL,0,1,1,Electronic check,47.18,987.33,1
C00813,60,35,1,0,1,One year,Fiber optic,1,0,1,Bank transfer,57.84,3468.94,0
C00814,64,60,1,1,1,Month-to-month,DSL,0,0,1,Bank transfer,40.23,2580.27,0
C00815,72,24,1,1,1,Two year,Fiber optic,0,0,1,Mailed check,52.82,3813.07,0
C00816,11,58,2,0,0,Month-to-month,DSL,1,0,1,Electronic check,46.57,470.44,1
C00817,14,18,1,0,1,Two year,DSL,0,0,0,Bank transfer,35.55,478.54,0
C00818,60,31,2,1,1,Month-to-month,Fiber optic,1,0,1,Credit card,58.16,3505.29,0
C00819,30,69,1,1,0,One year,Fiber optic,0,0,1,Electronic check,45.24,1368.53,0
C00820,35,49,1,0,0,Two year,DSL,0,0,1,Bank transfer,34.66,1275.95,0
C00821,37,23,2,1,0,Month-to-month,No,0,0,1,Mailed check,31.06,1139.12,0
C00822,5,56,3,0,1,Month-to-month,DSL,1,0,1,Electronic check,31.67,99.55,0
C00823,26,27,1,0,1,Month-to-month,Fiber optic,1,0,1,Bank transfer,51.66,1319.98,0
C00824,62,24,2,1,1,Month-to-month,Fiber optic,0,0,0,Electronic check,48.43,2950.36,0
C00825,4,43,1,0,1,Month-to-month,Fiber optic,1,0,1,Bank transfer,61.62,325.41,1
C00826,42,51,2,1,0,One year,No,0,1,0,Electronic check,33.92,1464.91,0
C00827,18,47,3,1,0,Month-to-month,DSL,0,1,1,Mailed check,54.63,1001.32,1
C00828,40,53,3,1,0,Month-to-month,DSL,0,0,1,Electronic check,32.55,1321.91,0
C00829,72,38,2,1,0,Month-to-month,Fiber optic,0,1,1,Mailed check,57.36,4126.24,0
C00830,39,34,1,0,0,Month-to-month,DSL,0,1,1,Electronic check,48.25,1813.77,1
C00831,14,50,3,1,1,One year,DSL,0,0,0,Mailed check,35.4,473.9,0
C00832,32,27,2,1,1,One year,Fiber optic,1,0,1,Electronic check,54.55,1625.66,0
C00833,51,68,1,0,0,Two year,Fiber optic,1,1,0,Electronic check,59.48,3068.26,0
C00834,38,64,1,1,0,Month-to-month,Fiber optic,1,1,0,Electronic check,65.43,2493.21,0
C00835,23,59,3,1,0,Month-to-month,DSL,0,1,0,Bank transfer,37.79,873.05,0
C00836,63,68,3,1,0,Month-to-month,DSL,1,0,0,Bank transfer,54.4,3391.35,0
C00837,15,29,1,1,0,Month-to-month,DSL,0,0,0,Electronic check,30.5,452.59,1
C00838,25,73,2,0,0,One year,Fiber optic,1,0,0,Mailed check,57.12,1458.19,0
C00839,17,33,3,0,1,Two year,DSL,1,1,1,Bank transfer,45.63,795.5,0
C00840,66,58,1,1,1,Month-to-month,No,1,0,1,Credit card,37.38,2412.49,0
C00841,53,49,1,0,1,Month-to-month,DSL,0,1,1,Electronic check,41.69,2174.94,0
C00842,51,32,2,0,0,One year,No,0,1,0,Mailed check,41.73,2161.55,0
C00843,39,44,1,0,0,One year,Fiber optic,1,0,0,Bank transfer,55.5,2151.2,0
C00844,51,45,1,0,0,Month-to-month,DSL,0,0,0,Electronic check,37.9,2023.44,0
C00845,70,34,2,1,1,One year,DSL,1,1,1,Electronic check,44.39,3059.12,0
C00846,6,63,3,0,1,Two year,DSL,0,0,1,Bank transfer,41.94,242.05,0
C00847,67,67,2,1,0,Month-to-month,Fiber optic,0,1,1,Mailed check,57.25,3817.07,0
C00848,7,19,2,1,1,Month-to-month,Fiber optic,1,1,0,Electronic check,58.18,396.47,0
C00849,51,53,1,0,0,Month-to-month,Fiber optic,0,0,0,Bank transfer,50.15,2508.58,1
C00850,72,67,1,1,0,One year,Fiber optic,0,0,0,Electronic check,51.41,3609.25,0
C00851,42,24,2,0,1,Month-to-month,Fiber optic,0,1,1,Bank transfer,58.21,2473.28,0
C00852,64,30,1,1,1,Two year,Fiber optic,1,0,0,Credit card,50.01,3275.23,0
C00853,15,32,3,1,0,One year,DSL,0,0,1,Mailed check,37.7,542.36,0
C00854,29,42,1,0,0,Month-to-month,No,0,0,1,Bank transfer,33.05,972.81,1
C00855,33,40,1,1,0,Month-to-month,Fiber optic,1,1,1,Mailed check,59.47,1954.23,0
C00856,27,39,1,0,0,One year,No,0,0,1,Credit card,20.62,548.09,0
C00857,36,43,3,1,1,Month-to-month,DSL,0,1,0,Electronic check,52.96,1875.99,0
C00858,29,50,1,1,0,Two year,No,0,0,0,Mailed check,34.23,1027.45,0
C00859,38,28,1,0,0,Month-to-month,No,0,0,0,Credit card,21.26,820.4,0
C00860,57,27,1,0,0,Month-to-month,Fiber optic,0,0,0,Bank transfer,46.72,2630.07,0
C00861,27,42,3,0,1,One year,Fiber optic,1,0,0,Electronic check,62.86,1736.12,0
C00862,55,54,1,1,1,Month-to-month,No,1,1,1,Credit card,42.28,2396.88,0
C00863,33,65,1,0,1,One year,No,0,1,0,Electronic check,27.79,975.9,0
C00864,68,60,1,0,0,Month-to-month,Fiber optic,0,0,1,Bank transfer,40.21,2726.76,0
C00865,66,70,2,0,1,One year,Fiber optic,0,0,0,Credit card,41.19,2676.29,0
C00866,10,55,1,0,0,Month-to-month,No,0,1,0,Bank transfer,32.55,282.15,1
C00867,5,58,1,1,0,Month-to-month,DSL,1,0,1,Credit card,48.34,217.84,1
C00868,38,62,1,1,1,One year,DSL,0,0,1,Bank transfer,32.33,1208.0,0
C00869,13,41,2,1,0,Month-to-month,No,1,0,1,Credit card,37.85,535.55,0
C00870,31,57,2,1,0,Month-to-month,No,0,1,1,Credit card,30.61,855.43,0
C00871,47,63,2,1,0,Month-to-month,No,0,0,1,Electronic check,20.71,970.26,0
C00872,52,73,3,1,0,Month-to-month,Fiber optic,0,1,1,Electronic check,53.26,2743.73,0
C00873,56,50,4,0,0,Two year,Fiber optic,0,0,0,Bank transfer,59.87,3316.62,0
C00874,15,34,1,1,1,Month-to-month,No,1,0,1,Credit card,41.72,651.72,0
C00875,29,41,2,0,0,One year,DSL,0,0,1,Mailed check,37.5,1054.33,0
C00876,8,54,2,0,0,Month-to-month,Fiber optic,0,1,1,Credit card,56.04,441.37,1
C00877,5,74,3,0,1,Month-to-month,Fiber optic,1,1,1,Bank transfer,57.09,328.69,0
C00878,29,19,1,0,1,One year,DSL,1,1,1,Mailed check,40.15,1149.98,1
C00879,47,49,2,1,0,Month-to-month,DSL,1,0,1,Mailed check,41.95,2034.17,0
C00880,68,74,1,1,0,One year,Fiber optic,0,0,0,Mailed check,53.19,3576.95,0
C00881,45,41,3,1,0,Month-to-month,Fiber optic,1,0,0,Electronic check,49.12,2067.47,1
C00882,2,26,1,0,0,Month-to-month,DSL,0,0,1,Credit card,45.35,115.47,1
C00883,27,21,1,1,0,One year,Fiber optic,1,1,1,Electronic check,65.57,1785.98,0
C00884,36,34,1,1,0,Month-to-month,Fiber optic,1,0,0,Credit card,52.74,1949.66,0
C00885,36,34,1,1,0,One year,Fiber optic,0,1,1,Mailed check,55.56,2021.62,1
C00886,26,70,2,1,0,Month-to-month,DSL,0,0,1,Electronic check,46.51,1284.13,0
C00887,43,67,1,1,0,One year,Fiber optic,1,0,1,Electronic check,56.82,2458.86,0
C00888,27,65,1,1,0,Month-to-month,DSL,0,1,0,Credit card,52.3,1463.15,0
C00889,69,47,3,0,0,One year,DSL,1,0,1,Electronic check,36.23,2541.91,0
C00890,20,57,1,0,0,Two year,DSL,0,0,1,Bank transfer,37.09,712.53,0
C00891,11,28,2,1,0,Month-to-month,Fiber optic,1,0,1,Electronic check,53.36,564.51,0
C00892,38,38,1,0,0,Month-to-month,DSL,1,1,0,Mailed check,56.22,2124.3,0
C00893,6,38,1,0,0,Two year,DSL,0,0,1,Electronic check,40.0,347.85,0
C00894,72,35,3,1,1,Month-to-month,DSL,0,0,1,Electronic check,36.31,2586.11,0
C00895,23,72,2,0,0,One year,No,0,1,1,Electronic check,34.44,813.24,0
C00896,47,46,1,1,0,Two year,No,0,0,1,Mailed check,32.6,1537.47,0
C00897,46,41,4,0,0,One year,DSL,0,0,1,Mailed check,38.42,1778.88,0
C00898,12,27,3,1,0,Month-to-month,DSL,1,0,1,Mailed check,49.19,593.22,1
C00899,13,62,4,0,1,Month-to-month,No,1,0,1,Electronic check,35.58,444.24,0
C00900,62,34,1,0,0,Month-to-month,DSL,1,0,1,Electronic check,43.49,2640.18,0
C00901,60,35,1,0,0,Month-to-month,DSL,1,1,0,Bank transfer,55.9,3307.27,0
C00902,43,59,2,0,0,Month-to-month,DSL,1,0,1,Electronic check,52.19,2281.48,1
C00903,68,65,2,1,1,One year,No,1,0,0,Mailed check,40.84,2800.64,0
C00904,5,37,1,0,1,Month-to-month,Fiber optic,1,0,0,Bank transfer,50.97,265.34,1
C00905,37,54,2,1,0,Two year,DSL,0,0,1,Mailed check,45.96,1790.75,0
C00906,72,62,1,1,0,Two year,DSL,0,0,1,Electronic check,45.01,3363.19,0
C00907,31,35,1,0,1,Two year,No,0,0,0,Mailed check,24.28,705.63,0
C00908,9,34,1,0,1,Month-to-month,Fiber optic,1,0,1,Credit card,53.33,550.56,1
C00909,51,26,2,1,0,One year,Fiber optic,0,0,1,Bank transfer,56.22,2807.23,1
C00910,29,31,1,0,0,Month-to-month,DSL,0,0,1,Mailed check,44.78,1276.77,1
C00911,40,66,3,1,0,Month-to-month,Fiber optic,0,0,0,Electronic check,47.37,1903.03,1
C00912,41,46,2,0,0,One year,DSL,1,0,1,Electronic check,39.56,1664.03,0
C00913,11,48,2,1,0,Two year,Fiber optic,1,0,0,Credit card,61.5,613.44,1
C00914,23,21,4,0,0,Month-to-month,DSL,0,0,0,Bank transfer,42.81,988.59,0
C00915,1,35,2,0,1,Month-to-month,DSL,1,1,1,Electronic check,50.18,56.04,0
C00916,46,37,4,1,0,Month-to-month,Fiber optic,1,1,1,Electronic check,55.99,2502.43,0
C00917,21,73,1,1,1,One year,No,0,0,1,Electronic check,33.6,727.5,0
C00918,36,73,1,1,0,Two year,Fiber optic,0,1,1,Credit card,49.82,1787.39,0
C00919,54,64,1,0,1,Month-to-month,DSL,0,1,0,Bank transfer,40.48,2214.5,0
C00920,57,60,1,0,0,Month-to-month,Fiber optic,0,0,1,Credit card,52.01,2941.03,0
C00921,1,61,3,0,0,Two year,Fiber optic,1,0,1,Mailed check,59.95,41.31,0
C00922,63,26,1,0,0,Month-to-month,Fiber optic,1,1,0,Credit card,60.71,3938.65,0
C00923,54,30,2,1,0,One year,Fiber optic,1,0,1,Electronic check,53.19,2833.15,0
C00924,55,32,2,1,1,Month-to-month,DSL,0,0,0,Mailed check,44.43,2434.55,0
C00925,40,44,2,0,0,Month-to-month,Fiber optic,1,1,1,Mailed check,54.22,2143.21,1
C00926,15,32,1,0,0,Month-to-month,DSL,0,1,0,Credit card,40.25,610.49,0
C00927,21,45,2,0,0,One year,No,0,0,1,Electronic check,35.43,758.95,0
C00928,47,54,1,1,1,Month-to-month,Fiber optic,0,1,0,Mailed check,49.09,2368.02,0
C00929,53,72,1,1,0,Month-to-month,Fiber optic,1,0,0,Bank transfer,46.08,2414.69,0
C00930,9,36,2,0,0,Month-to-month,DSL,1,1,1,Credit card,45.06,392.88,1
C00931,52,43,2,1,0,One year,DSL,0,0,1,Credit card,45.44,2375.14,0
C00932,57,69,1,0,0,Two year,Fiber optic,1,0,1,Mailed check,59.47,3300.02,0
C00933,26,43,3,0,1,Two year,DSL,0,1,1,Credit card,37.68,1038.02,0
C00934,41,42,1,1,0,Month-to-month,No,0,0,1,Bank transfer,25.9,899.75,0
C00935,35,43,1,1,0,Two year,Fiber optic,0,0,0,Credit card,42.56,1525.57,0
C00936,63,43,1,1,0,Month-to-month,DSL,0,0,1,Credit card,43.18,2894.1,0
C00937,25,63,2,1,0,Month-to-month,DSL,1,0,1,Electronic check,38.88,1002.27,0
C00938,38,45,2,0,0,One year,Fiber optic,1,1,1,Mailed check,62.25,2400.52,1
C00939,2,66,1,1,0,Month-to-month,DSL,0,0,1,Bank transfer,38.97,83.26,1
C00940,7,35,1,1,0,Month-to-month,Fiber optic,0,0,1,Credit card,50.47,311.47,1
C00941,34,49,2,1,0,Month-to-month,Fiber optic,1,1,1,Mailed check,51.61,1794.19,0
C00942,17,70,1,1,0,One year,DSL,0,0,1,Electronic check,44.46,685.48,1
C00943,43,20,1,0,0,Month-to-month,Fiber optic,0,0,1,Bank transfer,57.73,2423.3,1
C00944,59,19,2,0,0,Month-to-month,Fiber optic,0,0,1,Bank transfer,57.4,3363.84,1
C00945,51,50,1,1,1,Two year,No,0,0,1,Credit card,30.32,1572.44,0
C00946,54,59,3,1,1,One year,Fiber optic,0,0,0,Bank transfer,39.76,2085.18,0
C00947,24,36,1,0,0,One year,Fiber optic,0,0,0,Electronic check,48.19,1190.27,0
C00948,25,34,2,0,0,Month-to-month,DSL,0,1,1,Credit card,46.34,1180.46,0
C00949,71,61,1,1,0,Month-to-month,Fiber optic,0,0,0,Bank transfer,50.67,3601.57,0
C00950,52,50,3,0,1,Month-to-month,DSL,0,1,1,Bank transfer,37.27,1854.65,0
C00951,70,29,1,0,1,One year,Fiber optic,1,1,1,Credit card,63.56,4495.26,0
C00952,33,66,2,0,0,One year,DSL,1,0,1,Bank transfer,48.86,1600.11,0
C00953,49,73,2,0,0,Two year,Fiber optic,0,1,1,Mailed check,58.87,2881.11,0
C00954,29,20,1,1,0,Month-to-month,DSL,0,0,0,Electronic check,36.41,1031.39,0
C00955,63,60,1,0,0,Month-to-month,Fiber optic,0,1,1,Credit card,47.75,2930.16,0
C00956,22,66,2,0,1,Month-to-month,Fiber optic,0,0,1,Electronic check,47.56,996.97,1
C00957,26,72,3,1,0,Month-to-month,Fiber optic,1,0,0,Electronic check,60.9,1630.93,1
C00958,28,43,1,1,1,Month-to-month,No,0,1,1,Credit card,30.16,924.23,0
C00959,49,52,1,1,0,Two year,Fiber optic,0,1,0,Mailed check,50.66,2509.98,0
C00960,71,25,3,0,0,One year,DSL,0,0,1,Electronic check,34.7,2501.41,0
C00961,49,69,1,1,0,Month-to-month,Fiber optic,0,0,1,Electronic check,47.9,2430.01,0
C00962,20,53,4,0,0,One year,Fiber optic,0,1,0,Credit card,57.07,1223.02,1
C00963,63,70,2,1,1,Month-to-month,Fiber optic,1,0,1,Bank transfer,58.39,3708.16,0
C00964,61,71,2,0,0,Two year,No,1,0,1,Mailed check,28.69,1720.15,0
C00965,49,24,1,1,0,One year,DSL,0,0,1,Credit card,45.06,2109.03,0
C00966,71,63,1,1,0,Month-to-month,No,1,1,0,Mailed check,45.76,3252.11,0
C00967,1,63,2,0,0,One year,DSL,0,1,1,Electronic check,43.57,52.29,0
C00968,13,53,3,1,0,One year,Fiber optic,0,1,1,Electronic check,48.07,755.76,0
C00969,51,33,4,1,1,Month-to-month,DSL,1,0,1,Bank transfer,51.28,2648.52,0
C00970,56,41,1,1,0,Month-to-month,DSL,0,1,0,Bank transfer,46.88,2635.61,0
C00971,62,71,1,1,0,Month-to-month,No,1,0,1,Electronic check,44.52,2715.82,0
C00972,32,18,1,1,1,Month-to-month,Fiber optic,1,1,1,Bank transfer,52.8,1693.99,0
C00973,30,66,3,0,0,Month-to-month,No,1,0,0,Electronic check,36.46,1156.38,0
C00974,29,42,1,0,0,One year,DSL,1,0,1,Credit card,52.34,1507.55,0
C00975,49,27,1,1,0,Month-to-month,Fiber optic,0,1,1,Electronic check,57.33,2744.88,0
C00976,45,71,1,1,0,One year,Fiber optic,1,0,0,Bank transfer,44.07,1940.28,0
C00977,30,33,1,0,1,Two year,DSL,0,0,0,Bank transfer,29.56,818.96,0
C00978,16,33,4,0,0,One year,DSL,1,0,0,Bank transfer,53.99,829.45,0
C00979,40,25,2,1,0,One year,DSL,0,1,0,Mailed check,41.92,1619.87,0
C00980,19,46,1,0,0,Two year,No,1,0,0,Electronic check,37.39,737.88,0
C00981,18,56,1,1,0,One year,Fiber optic,1,0,0,Credit card,48.5,907.3,0
C00982,1,45,1,1,0,Month-to-month,Fiber optic,1,0,0,Electronic check,52.16,127.64,1
C00983,47,23,1,1,0,Month-to-month,DSL,1,1,0,Bank transfer,54.77,2571.66,0
C00984,66,33,1,1,1,One year,DSL,1,0,0,Electronic check,46.41,3059.65,0
C00985,38,37,2,0,0,One year,Fiber optic,0,1,1,Electronic check,52.75,2021.77,0
C00986,51,33,1,0,0,Two year,No,1,1,1,Mailed check,43.99,2215.36,0
C00987,63,24,1,0,0,One year,Fiber optic,1,0,1,Mailed check,54.72,3391.0,0
C00988,4,58,1,1,0,Two year,Fiber optic,1,1,0,Credit card,65.01,214.94,0
C00989,1,31,2,0,0,Month-to-month,Fiber optic,1,0,0,Credit card,52.85,83.26,0
C00990,8,60,2,1,0,One year,No,0,0,0,Credit card,31.47,297.62,0
C00991,29,43,2,1,0,Two year,Fiber optic,0,0,0,Bank transfer,59.99,1859.21,0
C00992,55,43,2,0,0,Month-to-month,No,1,0,1,Electronic check,35.79,1917.1,0
C00993,3,31,2,1,0,Month-to-month,DSL,0,1,1,Mailed check,48.47,91.83,1
C00994,32,24,1,1,0,Month-to-month,Fiber optic,0,1,0,Bank transfer,46.26,1385.12,0
C00995,10,50,3,1,0,One year,Fiber optic,1,1,1,Electronic check,60.73,615.06,1
C00996,34,43,1,0,1,Month-to-month,Fiber optic,0,1,1,Credit card,56.02,1931.69,0
C00997,55,74,1,1,0,One year,Fiber optic,1,0,1,Bank transfer,48.94,2660.11,0
C00998,32,62,2,0,1,Month-to-month,DSL,1,0,0,Bank transfer,43.65,1320.53,0
C00999,50,37,1,1,0,Month-to-month,DSL,0,0,0,Bank transfer,38.55,2027.49,0
C01000,7,20,3,0,1,Two year,No,1,1,1,Credit card,34.45,259.29,0
C01001,8,69,1,1,0,Month-to-month,DSL,0,0,0,Electronic check,37.46,238.42,0
C01002,65,21,3,0,0,Month-to-month,No,1,1,1,Mailed check,50.56,3268.36,0
C01003,57,43,3,0,1,Month-to-month,Fiber optic,0,1,0,Mailed check,55.11,3255.86,0
C01004,67,28,4,1,0,One year,Fiber optic,1,1,0,Mailed check,61.56,4171.94,0
C01005,59,19,3,1,0,Month-to-month,No,0,0,0,Credit card,39.43,2309.94,1
C01006,72,31,3,1,1,Month-to-month,Fiber optic,1,0,0,Electronic check,42.56,3016.51,0
C01007,54,61,2,1,0,Two year,Fiber optic,1,0,1,Credit card,65.77,3619.66,0
C01008,67,47,1,0,0,Month-to-month,DSL,0,1,0,Mailed check,48.73,3193.49,0
C01009,51,66,1,1,0,Month-to-month,No,1,0,0,Mailed check,28.84,1495.81,0
C01010,8,29,2,0,0,Month-to-month,Fiber optic,1,1,1,Electronic check,53.8,454.51,1
C01011,34,43,4,1,0,Month-to-month,Fiber optic,1,1,0,Bank transfer,63.99,2230.81,0
C01012,35,61,2,0,1,Month-to-month,Fiber optic,1,0,0,Bank transfer,58.88,2088.91,0
C01013,32,50,3,0,0,One year,DSL,0,0,0,Electronic check,42.17,1380.6,0
C01014,46,30,3,0,1,Two year,No,0,0,0,Bank transfer,25.26,1178.84,0
C01015,16,31,1,1,0,Month-to-month,DSL,0,0,1,Electronic check,41.17,674.02,0
C01016,68,41,1,1,1,One year,DSL,0,1,0,Bank transfer,41.78,2934.69,0
C01017,37,51,1,0,0,Month-to-month,DSL,0,0,1,Bank transfer,38.63,1430.07,0
C01018,54,61,1,0,1,One year,DSL,1,0,1,Bank transfer,40.07,2207.2,0
C01019,14,43,2,0,0,Month-to-month,Fiber optic,0,0,1,Electronic check,46.61,632.49,0
C01020,55,38,4,0,1,Month-to-month,DSL,0,0,1,Electronic check,29.48,1569.97,0
C01021,48,45,2,0,0,Month-to-month,DSL,1,0,0,Credit card,52.52,2497.02,0
C01022,7,65,1,1,0,Month-to-month,DSL,0,1,1,Mailed check,40.78,273.2,0
C01023,7,53,1,0,0,One year,Fiber optic,0,0,1,Credit card,56.86,345.55,0
C01024,33,57,1,1,0,One year,Fiber optic,0,1,1,Electronic check,52.73,1665.6,0
C01025,23,19,2,1,0,Month-to-month,Fiber optic,0,0,1,Bank transfer,47.03,1141.59,1
C01026,19,59,1,1,0,Two year,Fiber optic,1,0,0,Electronic check,44.57,816.9,0
